snapshot_date,period_month,item_key_sk_1,item_key_sk_2,item_name_preferred_1,item_name_preferred_2,item_category_1,item_category_2,orders_together,support,confidence_1_to_2,confidence_2_to_1,lift
2026-03-13,2023-06-01,dd216534bd149e9779fd414589ac51eb,f1fb9bf890e7a8f8dd88a276a1ef6f76,Crunchips Western Style Potato Chips 150 g,"Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",16,0.0024129090634896697,0.1797752808988764,0.030131826741996232,2.244990372204236
2026-03-13,2023-06-01,eec50ed4b6588fe68d92b48381c933db,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Pom-Bär Original, 75 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",8,0.0012064545317448348,0.15384615384615385,0.015065913370998116,1.9211936839055483
2026-03-13,2023-06-01,ef35c231b1d37f3469fcb56dbf080379,f1010d6ec41f6867640237ec98b87de5,"Veganz Lemon Cookie, Organic, 150 g","Ferrero Kinder Bueno White Chocolate Bar, (6x19,5 g), 117 g",Cookies,Chocolate,5,7.540340823405218E-4,0.056818181818181816,0.08064516129032258,6.076796187683284
2026-03-13,2023-06-01,f1fb9bf890e7a8f8dd88a276a1ef6f76,f2906c6136fdd1fd6fae8b91b649ed8f,"Fuego salsa dip, mild, 200 ml","Funny-Frisch Riffels Natural, 150 g","Cheese Crackers, Breadsticks & Dipping",Crisp & Snacks,7,0.0010556477152767305,0.013182674199623353,0.061946902654867256,0.7735779877672784
2026-03-13,2023-06-01,f1fb9bf890e7a8f8dd88a276a1ef6f76,f5bc16319f5cd56166c6ed4f5eb1b433,"Fuego salsa dip, mild, 200 ml","Fuego salsa dip, hot, 200 ml","Cheese Crackers, Breadsticks & Dipping","Cheese Crackers, Breadsticks & Dipping",13,0.0019604886140853566,0.02448210922787194,0.13131313131313133,1.6398067302022103
2026-03-13,2023-07-01,0484ae368e38d5fc90f25fa2e575e9b5,1adb2a18673efe5159c525c4bfb4ab9f,"Fuego guacamole dip, 200 ml","Funny-Frisch Kettle Chips Sweet Chilli & Red Pepper, 120 g","Cheese Crackers, Breadsticks & Dipping",Crisp & Snacks,44,0.006349206349206349,0.5057471264367817,0.018448637316561847,1.4695293862502712
2026-03-13,2023-07-01,0484ae368e38d5fc90f25fa2e575e9b5,6ff49dc4ff8f064bf60a6881a23b9afb,"Fuego guacamole dip, 200 ml","Chio Tortillas Original Salted, 110 g","Cheese Crackers, Breadsticks & Dipping",Crisp & Snacks,8,0.0011544011544011544,0.09195402298850575,0.08080808080808081,6.436781609195402
2026-03-13,2023-07-01,0484ae368e38d5fc90f25fa2e575e9b5,eec50ed4b6588fe68d92b48381c933db,"Fuego guacamole dip, 200 ml","Pom-Bär Original, 75 g","Cheese Crackers, Breadsticks & Dipping",Crisp & Snacks,6,8.658008658008658E-4,0.06896551724137931,0.075,5.974137931034483
2026-03-13,2023-07-01,0484ae368e38d5fc90f25fa2e575e9b5,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Fuego guacamole dip, 200 ml","Fuego salsa dip, mild, 200 ml","Cheese Crackers, Breadsticks & Dipping","Cheese Crackers, Breadsticks & Dipping",7,0.00101010101010101,0.08045977011494253,0.01443298969072165,1.1496622822609315
2026-03-13,2023-07-01,0716b5a0713c80d12e3b035767d1983c,a3806fd23a15f2b63d29611829f45705,"Storck Super Dickmann’s Chocolate Kisses, (9x30 g), 270 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Other Confectionary,Other Confectionary,19,0.0027417027417027417,0.5,0.00862851952770209,1.5735694822888284
2026-03-13,2023-07-01,0b28666c3577762b4d168041413e6f7e,1adb2a18673efe5159c525c4bfb4ab9f,"Doritos Cheese Nachos, 110 g","Funny-Frisch Kettle Chips Sweet Chilli & Red Pepper, 120 g",Crisp & Snacks,Crisp & Snacks,37,0.0053391053391053395,0.2483221476510067,0.01551362683438155,0.721539825250095
2026-03-13,2023-07-01,0b28666c3577762b4d168041413e6f7e,50ab7614f0d675a1ce5e3585aaddf68e,"Doritos Cheese Nachos, 110 g","Lay's Crips herb butter flavour, 150 g",Crisp & Snacks,Crisp & Snacks,9,0.0012987012987012987,0.06040268456375839,0.06818181818181818,3.1711409395973154
2026-03-13,2023-07-01,0b28666c3577762b4d168041413e6f7e,dd216534bd149e9779fd414589ac51eb,"Doritos Cheese Nachos, 110 g",Crunchips Western Style Potato Chips 150 g,Crisp & Snacks,Crisp & Snacks,7,0.00101010101010101,0.04697986577181208,0.07142857142857142,3.3221476510067114
2026-03-13,2023-07-01,0b28666c3577762b4d168041413e6f7e,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Doritos Cheese Nachos, 110 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",10,0.001443001443001443,0.06711409395973154,0.020618556701030927,0.9589704559607002
2026-03-13,2023-07-01,0eb337e264e5ca131772b02cb810f955,a3806fd23a15f2b63d29611829f45705,"Storck Mini Dickmann’s Chocolate Trio, (24 units), 200 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Other Confectionary,Other Confectionary,35,0.005050505050505051,0.5737704918032787,0.01589464123524069,1.8057354714789833
2026-03-13,2023-07-01,0eb337e264e5ca131772b02cb810f955,b290e64770d84b9a459cf67d1ec660dc,"Storck Mini Dickmann’s Chocolate Trio, (24 units), 200 g","Cadbury Milk Caramel Chocolate, 180 g",Other Confectionary,Chocolate,5,7.215007215007215E-4,0.08196721311475409,0.0625,7.100409836065573
2026-03-13,2023-07-01,1adb2a18673efe5159c525c4bfb4ab9f,1fd45847dbb01b01fd314a6839c7e058,"Funny-Frisch Kettle Chips Sweet Chilli & Red Pepper, 120 g","Takis Fuego, 100 g",Crisp & Snacks,Crisp & Snacks,15,0.0021645021645021645,0.006289308176100629,0.22388059701492538,0.6505209800056323
2026-03-13,2023-07-01,1adb2a18673efe5159c525c4bfb4ab9f,23e3075fdbee7963c3029fa90c283c69,"Funny-Frisch Kettle Chips Sweet Chilli & Red Pepper, 120 g","Lorenz Naturals Rosemary Crisps, 95 g",Crisp & Snacks,Crisp & Snacks,40,0.005772005772005772,0.016771488469601678,0.3007518796992481,0.8738828202581927
2026-03-13,2023-07-01,1adb2a18673efe5159c525c4bfb4ab9f,327e2ea4fcb825bcaefcd1d4bdb85232,"Funny-Frisch Kettle Chips Sweet Chilli & Red Pepper, 120 g","Pringles Sour Cream & Onion Chips, 165 g",Crisp & Snacks,Crisp & Snacks,22,0.0031746031746031746,0.009224318658280923,0.3142857142857143,0.9132075471698113
2026-03-13,2023-07-01,1adb2a18673efe5159c525c4bfb4ab9f,32d5bcbac413cdbb8151fab40bccebe2,"Funny-Frisch Kettle Chips Sweet Chilli & Red Pepper, 120 g","Lay's Salt & Vinegar Crisps, 150 g",Crisp & Snacks,Crisp & Snacks,12,0.0017316017316017316,0.005031446540880503,0.1411764705882353,0.41021087680355156
2026-03-13,2023-07-01,1adb2a18673efe5159c525c4bfb4ab9f,50ab7614f0d675a1ce5e3585aaddf68e,"Funny-Frisch Kettle Chips Sweet Chilli & Red Pepper, 120 g","Lay's Crips herb butter flavour, 150 g",Crisp & Snacks,Crisp & Snacks,30,0.004329004329004329,0.012578616352201259,0.22727272727272727,0.660377358490566
2026-03-13,2023-07-01,1adb2a18673efe5159c525c4bfb4ab9f,6ff49dc4ff8f064bf60a6881a23b9afb,"Funny-Frisch Kettle Chips Sweet Chilli & Red Pepper, 120 g","Chio Tortillas Original Salted, 110 g",Crisp & Snacks,Crisp & Snacks,36,0.005194805194805195,0.01509433962264151,0.36363636363636365,1.0566037735849056
2026-03-13,2023-07-01,1adb2a18673efe5159c525c4bfb4ab9f,73564c12b0bb512fd69348d87c81a352,"Funny-Frisch Kettle Chips Sweet Chilli & Red Pepper, 120 g","Chio Dip Hot Cheese, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",75,0.010822510822510822,0.031446540880503145,0.5905511811023622,1.715941167731392
2026-03-13,2023-07-01,1adb2a18673efe5159c525c4bfb4ab9f,74644afbb4188e6e950479ca1b0d2b03,"Funny-Frisch Kettle Chips Sweet Chilli & Red Pepper, 120 g","Funny-Frisch Kettle Chips Salt & Vinegar, 120 g",Crisp & Snacks,Crisp & Snacks,48,0.006926406926406926,0.02012578616352201,0.35555555555555557,1.0331236897274634
2026-03-13,2023-07-01,1adb2a18673efe5159c525c4bfb4ab9f,9aefdd3b1039342516c1f9a779606b38,"Funny-Frisch Kettle Chips Sweet Chilli & Red Pepper, 120 g","Crunchips Cheese & Onion Crisps, 150 g",Crisp & Snacks,Crisp & Snacks,18,0.0025974025974025974,0.007547169811320755,0.29508196721311475,0.8574079802041448
2026-03-13,2023-07-01,1adb2a18673efe5159c525c4bfb4ab9f,d904890a3aaf5840a256b291c39263b6,"Funny-Frisch Kettle Chips Sweet Chilli & Red Pepper, 120 g","Funny-Frisch Lentil Crisps Paprika Style, 90 g",Crisp & Snacks,Crisp & Snacks,44,0.006349206349206349,0.018448637316561847,0.32592592592592595,0.9470300489168415
2026-03-13,2023-07-01,1adb2a18673efe5159c525c4bfb4ab9f,dd216534bd149e9779fd414589ac51eb,"Funny-Frisch Kettle Chips Sweet Chilli & Red Pepper, 120 g",Crunchips Western Style Potato Chips 150 g,Crisp & Snacks,Crisp & Snacks,34,0.004906204906204906,0.014255765199161425,0.3469387755102041,1.0080862533692723
2026-03-13,2023-07-01,1adb2a18673efe5159c525c4bfb4ab9f,eec50ed4b6588fe68d92b48381c933db,"Funny-Frisch Kettle Chips Sweet Chilli & Red Pepper, 120 g","Pom-Bär Original, 75 g",Crisp & Snacks,Crisp & Snacks,17,0.002453102453102453,0.007127882599580713,0.2125,0.6174528301886792
2026-03-13,2023-07-01,1adb2a18673efe5159c525c4bfb4ab9f,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Funny-Frisch Kettle Chips Sweet Chilli & Red Pepper, 120 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",228,0.0329004329004329,0.09559748427672957,0.47010309278350515,1.3659599299747132
2026-03-13,2023-07-01,1adb2a18673efe5159c525c4bfb4ab9f,f2906c6136fdd1fd6fae8b91b649ed8f,"Funny-Frisch Kettle Chips Sweet Chilli & Red Pepper, 120 g","Funny-Frisch Riffels Natural, 150 g",Crisp & Snacks,Crisp & Snacks,33,0.004761904761904762,0.013836477987421384,0.2894736842105263,0.8411122144985104
2026-03-13,2023-07-01,1adb2a18673efe5159c525c4bfb4ab9f,f5bc16319f5cd56166c6ed4f5eb1b433,"Funny-Frisch Kettle Chips Sweet Chilli & Red Pepper, 120 g","Fuego salsa dip, hot, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",62,0.008946608946608947,0.0259958071278826,0.6739130434782609,1.9581624282198524
2026-03-13,2023-07-01,1fd45847dbb01b01fd314a6839c7e058,73564c12b0bb512fd69348d87c81a352,"Takis Fuego, 100 g","Chio Dip Hot Cheese, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",7,0.00101010101010101,0.1044776119402985,0.05511811023622047,5.701022446821013
2026-03-13,2023-07-01,1fd45847dbb01b01fd314a6839c7e058,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Takis Fuego, 100 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",17,0.002453102453102453,0.2537313432835821,0.03505154639175258,3.625480843206647
2026-03-13,2023-07-01,2076a8edf0e60beaa985844cd835d0c5,a3806fd23a15f2b63d29611829f45705,Ja! Cookies American Style Chocolate Chip 225 g,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Cookies,Other Confectionary,35,0.005050505050505051,0.28225806451612906,0.01589464123524069,0.8883053529049839
2026-03-13,2023-07-01,2076a8edf0e60beaa985844cd835d0c5,fd3e60a7b8b3e7f2b91acb6dd689d888,Ja! Cookies American Style Chocolate Chip 225 g,"Nippon Häppchen puffed rice with milk chocolate, 200 g",Cookies,Cookies,6,8.658008658008658E-4,0.04838709677419355,0.06818181818181818,3.810483870967742
2026-03-13,2023-07-01,23e3075fdbee7963c3029fa90c283c69,d904890a3aaf5840a256b291c39263b6,"Lorenz Naturals Rosemary Crisps, 95 g","Funny-Frisch Lentil Crisps Paprika Style, 90 g",Crisp & Snacks,Crisp & Snacks,7,0.00101010101010101,0.05263157894736842,0.05185185185185185,2.7017543859649122
2026-03-13,2023-07-01,23e3075fdbee7963c3029fa90c283c69,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Lorenz Naturals Rosemary Crisps, 95 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",12,0.0017316017316017316,0.09022556390977443,0.024742268041237112,1.2892023874118286
2026-03-13,2023-07-01,32a879d736368752ae88e5257b80f8ea,a3806fd23a15f2b63d29611829f45705,"Reese’s Peanut Butter Cup Minis, 90 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Chocolate,Other Confectionary,12,0.0017316017316017316,0.27906976744186046,0.005449591280653951,0.8782713389519042
2026-03-13,2023-07-01,32d5bcbac413cdbb8151fab40bccebe2,73564c12b0bb512fd69348d87c81a352,"Lay's Salt & Vinegar Crisps, 150 g","Chio Dip Hot Cheese, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",9,0.0012987012987012987,0.10588235294117647,0.07086614173228346,5.777674849467346
2026-03-13,2023-07-01,32d5bcbac413cdbb8151fab40bccebe2,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Lay's Salt & Vinegar Crisps, 150 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",22,0.0031746031746031746,0.25882352941176473,0.04536082474226804,3.6982413583990303
2026-03-13,2023-07-01,37165dad9e53f2c73a9d8c56045d5c21,a3806fd23a15f2b63d29611829f45705,"Knoppers Crispy Wafer, (8x25 g), 200 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Chocolate,Other Confectionary,19,0.0027417027417027417,0.296875,0.00862851952770209,0.9343068801089919
2026-03-13,2023-07-01,37165dad9e53f2c73a9d8c56045d5c21,be05d49218959bd5715a259f53a01050,"Knoppers Crispy Wafer, (8x25 g), 200 g","Yogurette Strawberry Yogurt Chocolate, 100 g",Chocolate,Chocolate,5,7.215007215007215E-4,0.078125,0.03731343283582089,4.0403451492537314
2026-03-13,2023-07-01,3b3b9a77328c8dde5bc41892d84f9dd3,a3806fd23a15f2b63d29611829f45705,"Ritter Sport Nut Class Whole Nut Chocolate, 100 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Chocolate,Other Confectionary,28,0.00404040404040404,0.358974358974359,0.012715712988192553,1.1297421924124922
2026-03-13,2023-07-01,4accb1b8337e39ab3440ee0ecdb7b895,a3806fd23a15f2b63d29611829f45705,"Ferrero Kinder Riegel Chocolate Bar, (18x21 g), 378 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Chocolate,Other Confectionary,23,0.003318903318903319,0.35384615384615387,0.01044504995458674,1.113603018235171
2026-03-13,2023-07-01,50ab7614f0d675a1ce5e3585aaddf68e,74644afbb4188e6e950479ca1b0d2b03,"Lay's Crips herb butter flavour, 150 g","Funny-Frisch Kettle Chips Salt & Vinegar, 120 g",Crisp & Snacks,Crisp & Snacks,5,7.215007215007215E-4,0.03787878787878788,0.037037037037037035,1.9444444444444446
2026-03-13,2023-07-01,50ab7614f0d675a1ce5e3585aaddf68e,d904890a3aaf5840a256b291c39263b6,"Lay's Crips herb butter flavour, 150 g","Funny-Frisch Lentil Crisps Paprika Style, 90 g",Crisp & Snacks,Crisp & Snacks,5,7.215007215007215E-4,0.03787878787878788,0.037037037037037035,1.9444444444444446
2026-03-13,2023-07-01,50ab7614f0d675a1ce5e3585aaddf68e,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Lay's Crips herb butter flavour, 150 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",6,8.658008658008658E-4,0.045454545454545456,0.012371134020618556,0.6494845360824743
2026-03-13,2023-07-01,531e57eb628aafffae83de87e8a77259,a3806fd23a15f2b63d29611829f45705,"Veganz Chocolate Cookie, Organic, 150 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Cookies,Other Confectionary,11,0.0015873015873015873,0.36666666666666664,0.004995458673932788,1.1539509536784742
2026-03-13,2023-07-01,6585eca511f9a50564c75a1cdad39f11,a3806fd23a15f2b63d29611829f45705,"Ritter Sport Chocolate Wafer, 100 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Chocolate,Other Confectionary,25,0.0036075036075036075,0.373134328358209,0.011353315168029064,1.1743055837976333
2026-03-13,2023-07-01,684422c7ee096676b7ccbea457e903db,a3806fd23a15f2b63d29611829f45705,"Griesson Soft Cake biscuits, cherry, 300 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Cookies,Other Confectionary,25,0.0036075036075036075,0.423728813559322,0.011353315168029064,1.3335334595668038
2026-03-13,2023-07-01,6ff49dc4ff8f064bf60a6881a23b9afb,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Chio Tortillas Original Salted, 110 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",26,0.003751803751803752,0.26262626262626265,0.05360824742268041,3.7525773195876293
2026-03-13,2023-07-01,73564c12b0bb512fd69348d87c81a352,dd216534bd149e9779fd414589ac51eb,"Chio Dip Hot Cheese, 200 ml",Crunchips Western Style Potato Chips 150 g,"Cheese Crackers, Breadsticks & Dipping",Crisp & Snacks,5,7.215007215007215E-4,0.03937007874015748,0.05102040816326531,2.7840269966254216
2026-03-13,2023-07-01,73564c12b0bb512fd69348d87c81a352,eec50ed4b6588fe68d92b48381c933db,"Chio Dip Hot Cheese, 200 ml","Pom-Bär Original, 75 g","Cheese Crackers, Breadsticks & Dipping",Crisp & Snacks,5,7.215007215007215E-4,0.03937007874015748,0.0625,3.4104330708661417
2026-03-13,2023-07-01,73564c12b0bb512fd69348d87c81a352,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Chio Dip Hot Cheese, 200 ml","Fuego salsa dip, mild, 200 ml","Cheese Crackers, Breadsticks & Dipping","Cheese Crackers, Breadsticks & Dipping",10,0.001443001443001443,0.07874015748031496,0.020618556701030927,1.1250913223475931
2026-03-13,2023-07-01,74644afbb4188e6e950479ca1b0d2b03,d904890a3aaf5840a256b291c39263b6,"Funny-Frisch Kettle Chips Salt & Vinegar, 120 g","Funny-Frisch Lentil Crisps Paprika Style, 90 g",Crisp & Snacks,Crisp & Snacks,5,7.215007215007215E-4,0.037037037037037035,0.037037037037037035,1.9012345679012346
2026-03-13,2023-07-01,74644afbb4188e6e950479ca1b0d2b03,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Funny-Frisch Kettle Chips Salt & Vinegar, 120 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",6,8.658008658008658E-4,0.044444444444444446,0.012371134020618556,0.6350515463917527
2026-03-13,2023-07-01,8ea000fea777e44213cf112cdba4a9ca,a3806fd23a15f2b63d29611829f45705,"Hanuta Hazelnut Slice, (10x22 g), 220 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Chocolate,Other Confectionary,22,0.0031746031746031746,0.27848101265822783,0.009990917347865577,0.8764184458317525
2026-03-13,2023-07-01,8eafef6d5c9df738edada0de2643e245,a3806fd23a15f2b63d29611829f45705,"Griesson Soft Cake biscuits, orange milk, 300 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Cookies,Other Confectionary,9,0.0012987012987012987,0.21951219512195122,0.004087193460490463,0.6908353824682661
2026-03-13,2023-07-01,9a861b1bfff910626cc3e2a187514310,a3806fd23a15f2b63d29611829f45705,"Kinder Hippo Haselnuss, 5 Stück","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Cookies,Other Confectionary,14,0.00202020202020202,0.208955223880597,0.006357856494096276,0.6576111269266746
2026-03-13,2023-07-01,9aefdd3b1039342516c1f9a779606b38,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Crunchips Cheese & Onion Crisps, 150 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",5,7.215007215007215E-4,0.08196721311475409,0.010309278350515464,1.171201622443806
2026-03-13,2023-07-01,9c0ec40485b5dbaa470c56af1414766f,a3806fd23a15f2b63d29611829f45705,"Ritter Sport Honey-Salt-Almond Chocolate, 100 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Chocolate,Other Confectionary,28,0.00404040404040404,0.45161290322580644,0.012715712988192553,1.421288564647974
2026-03-13,2023-07-01,9c17a86b480f44df78ca14aa93eaf3d6,a3806fd23a15f2b63d29611829f45705,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g","Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g",Chocolate,Other Confectionary,32,0.004617604617604618,0.36363636363636365,0.014532243415077202,1.1444141689373297
2026-03-13,2023-07-01,9c17a86b480f44df78ca14aa93eaf3d6,be05d49218959bd5715a259f53a01050,"Ferrero Kinder Riegel Chocolate Bar, (10x21 g), 210 g","Yogurette Strawberry Yogurt Chocolate, 100 g",Chocolate,Chocolate,5,7.215007215007215E-4,0.056818181818181816,0.03731343283582089,2.9384328358208958
2026-03-13,2023-07-01,a3806fd23a15f2b63d29611829f45705,a5fd81c72c07611f35fce22949e96387,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Griesson Soft Cake Orange, 300 g",Other Confectionary,Cookies,11,0.0015873015873015873,0.004995458673932788,0.24444444444444444,0.7693006357856493
2026-03-13,2023-07-01,a3806fd23a15f2b63d29611829f45705,b290e64770d84b9a459cf67d1ec660dc,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Cadbury Milk Caramel Chocolate, 180 g",Other Confectionary,Chocolate,33,0.004761904761904762,0.014986376021798364,0.4125,1.2981948228882834
2026-03-13,2023-07-01,a3806fd23a15f2b63d29611829f45705,b8001061a7720489a381fcb8807fa29f,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Ferrero Nutella Nut Nougat Cream, 450 g",Other Confectionary,Chocolate & Sweet Spreads,15,0.0021645021645021645,0.006811989100817439,0.3333333333333333,1.0490463215258854
2026-03-13,2023-07-01,a3806fd23a15f2b63d29611829f45705,bb41ed3df70ae14211d81dcc3ed89283,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Giotto Hazelnut Pastry, (4 bars), 154 g",Other Confectionary,"Toffee, Fudge & Nougat",9,0.0012987012987012987,0.004087193460490463,0.375,1.180177111716621
2026-03-13,2023-07-01,a3806fd23a15f2b63d29611829f45705,bdd8cad9c8bc2a06af9075c7db51fb58,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Tony’s Chocolonely Milk Chocolate, 32%, 180 g",Other Confectionary,Chocolate,20,0.002886002886002886,0.009082652134423252,0.29411764705882354,0.9256291072287226
2026-03-13,2023-07-01,a3806fd23a15f2b63d29611829f45705,be05d49218959bd5715a259f53a01050,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Yogurette Strawberry Yogurt Chocolate, 100 g",Other Confectionary,Chocolate,53,0.007647907647907648,0.024069028156221618,0.39552238805970147,1.2447639188254913
2026-03-13,2023-07-01,a3806fd23a15f2b63d29611829f45705,d782f40e90edafe11ce5440e3040a92b,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Alnavit Chocolate Cookies, 125 g",Other Confectionary,Cookies,14,0.00202020202020202,0.006357856494096276,0.2153846153846154,0.6778453154474953
2026-03-13,2023-07-01,a3806fd23a15f2b63d29611829f45705,d9eb97d68f2e1b7025d8fa63cd5d677d,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Ferrero Kinder Country Chocolate Bar, (9x23,5 g), 211,5 g",Other Confectionary,Chocolate,29,0.004184704184704185,0.013169845594913715,0.23015873015873015,0.7243415077202544
2026-03-13,2023-07-01,a3806fd23a15f2b63d29611829f45705,ec4310b3ac3c141ffda444a5d4e8fd1c,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Ferrero Nutella Nut Nougat Cream, 750 g",Other Confectionary,Chocolate & Sweet Spreads,6,8.658008658008658E-4,0.0027247956403269754,0.21428571428571427,0.6743869209809265
2026-03-13,2023-07-01,a3806fd23a15f2b63d29611829f45705,ef22bcba6a83ba84b2858b9789b80c9e,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Ritter Sport Chocolate White Whole Nut, 100 g",Other Confectionary,Chocolate,14,0.00202020202020202,0.006357856494096276,0.2857142857142857,0.8991825613079019
2026-03-13,2023-07-01,a3806fd23a15f2b63d29611829f45705,ef35c231b1d37f3469fcb56dbf080379,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Veganz Lemon Cookie, Organic, 150 g",Other Confectionary,Cookies,24,0.003463203463203463,0.010899182561307902,0.23076923076923078,0.7262628379794592
2026-03-13,2023-07-01,a3806fd23a15f2b63d29611829f45705,f1010d6ec41f6867640237ec98b87de5,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Ferrero Kinder Bueno White Chocolate Bar, (6x19,5 g), 117 g",Other Confectionary,Chocolate,22,0.0031746031746031746,0.009990917347865577,0.2972972972972973,0.935635908387952
2026-03-13,2023-07-01,a3806fd23a15f2b63d29611829f45705,fd3e60a7b8b3e7f2b91acb6dd689d888,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Nippon Häppchen puffed rice with milk chocolate, 200 g",Other Confectionary,Cookies,22,0.0031746031746031746,0.009990917347865577,0.25,0.7867847411444142
2026-03-13,2023-07-01,a3806fd23a15f2b63d29611829f45705,fe2a02dd3ec24f70c2570853473e2211,"Tony’s Chocolonely Dark Milk Brownie Chocolate, 180 g","Milka Schokolade Cookie Sensations Oreo Creme, 156 g",Other Confectionary,Cookies,15,0.0021645021645021645,0.006811989100817439,0.25,0.7867847411444142
2026-03-13,2023-07-01,d904890a3aaf5840a256b291c39263b6,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Funny-Frisch Lentil Crisps Paprika Style, 90 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",7,0.00101010101010101,0.05185185185185185,0.01443298969072165,0.740893470790378
2026-03-13,2023-07-01,dd216534bd149e9779fd414589ac51eb,f1fb9bf890e7a8f8dd88a276a1ef6f76,Crunchips Western Style Potato Chips 150 g,"Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",13,0.001875901875901876,0.1326530612244898,0.026804123711340205,1.8954344624447719
2026-03-13,2023-07-01,eec50ed4b6588fe68d92b48381c933db,f1fb9bf890e7a8f8dd88a276a1ef6f76,"Pom-Bär Original, 75 g","Fuego salsa dip, mild, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",8,0.0011544011544011544,0.1,0.016494845360824743,1.4288659793814433
2026-03-13,2023-07-01,eec50ed4b6588fe68d92b48381c933db,f5bc16319f5cd56166c6ed4f5eb1b433,"Pom-Bär Original, 75 g","Fuego salsa dip, hot, 200 ml",Crisp & Snacks,"Cheese Crackers, Breadsticks & Dipping",5,7.215007215007215E-4,0.0625,0.05434782608695652,4.707880434782608
